run_key	component	axis	center_ns	counts	rate_hz
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	0.12532258064516127	126940.0	200.9607147496633
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	0.3759677419354838	128138.0	202.85728743179737
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	0.6266129032258063	127993.0	202.62773564639718
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	0.877258064516129	126206.0	199.7987077808099
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	1.1279032258064514	123930.0	196.19553630790747
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	1.378548387096774	122704.0	194.25463638445476
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	1.6291935483870965	120484.0	190.74011939418966
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	1.8798387096774192	117976.0	186.76966506464692
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	2.130483870967742	117195.0	185.5332516550086
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	2.3811290322580643	118275.0	187.24301667729975
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	2.6317741935483867	117314.0	185.72164243061292
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	2.882419354838709	117311.0	185.71689308332876
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	3.133064516129032	114073.0	180.59076424797814
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	3.3837096774193545	108835.0	172.29840388986614
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	3.634354838709677	101804.0	161.1675169715986
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	3.8849999999999993	91203.0	144.38490678520202
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	4.135645161290322	81798.0	129.49570304941673
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	4.386290322580645	71657.0	113.44132611325527
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	4.6369354838709675	62927.0	99.62072551640195
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	4.8875806451612895	55305.0	87.55421718315841
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	5.138225806451612	48624.0	76.97742078137411
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	5.388870967741934	42915.0	67.93941289965181
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	5.639516129032257	39311.0	62.23386369563585
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	5.89016129032258	37129.0	58.77950510430321
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	6.140806451612902	34732.0	54.98477662427372
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	6.391451612903225	33439.0	52.937807944808505
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	6.642096774193548	32476.0	51.41326746659891
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	6.89274193548387	31012.0	49.0955859919376
NCAL_20us_Pos_2.8m_0004	gamma	rf_phase	7.143387096774193	31093.0	49.223818368609436
