run_key	component	axis	center_ns	counts	rate_hz
NCAL_20us_Pos_5m_0001	gamma	rf_phase	0.1253209677419355	219460.0	139.7236711326894
NCAL_20us_Pos_5m_0001	gamma	rf_phase	0.3759629032258065	219150.0	139.52630332966774
NCAL_20us_Pos_5m_0001	gamma	rf_phase	0.6266048387096774	214946.0	136.84974125256107
NCAL_20us_Pos_5m_0001	gamma	rf_phase	0.8772467741935485	209422.0	133.33277433678154
NCAL_20us_Pos_5m_0001	gamma	rf_phase	1.1278887096774195	195006.0	124.15453482594198
NCAL_20us_Pos_5m_0001	gamma	rf_phase	1.3785306451612904	177968.0	113.30694570373856
NCAL_20us_Pos_5m_0001	gamma	rf_phase	1.6291725806451614	155878.0	99.2428980626144
NCAL_20us_Pos_5m_0001	gamma	rf_phase	1.8798145161290323	134148.0	85.4080517411283
NCAL_20us_Pos_5m_0001	gamma	rf_phase	2.130456451612903	112022.0	71.32108396804033
NCAL_20us_Pos_5m_0001	gamma	rf_phase	2.3810983870967743	94548.0	60.19590658094193
NCAL_20us_Pos_5m_0001	gamma	rf_phase	2.6317403225806455	79514.0	50.6242048047237
NCAL_20us_Pos_5m_0001	gamma	rf_phase	2.882382258064516	69208.0	44.06268035975197
NCAL_20us_Pos_5m_0001	gamma	rf_phase	3.1330241935483873	61114.0	38.90947068988964
NCAL_20us_Pos_5m_0001	gamma	rf_phase	3.383666129032258	55856.0	35.56185808250933
NCAL_20us_Pos_5m_0001	gamma	rf_phase	3.634308064516129	52192.0	33.22909798485977
NCAL_20us_Pos_5m_0001	gamma	rf_phase	3.8849500000000003	50566.0	32.19387202449454
NCAL_20us_Pos_5m_0001	gamma	rf_phase	4.1355919354838715	50140.0	31.92265046292284
NCAL_20us_Pos_5m_0001	gamma	rf_phase	4.386233870967742	49288.0	31.380207339779435
NCAL_20us_Pos_5m_0001	gamma	rf_phase	4.636875806451613	48800.0	31.0695122176034
NCAL_20us_Pos_5m_0001	gamma	rf_phase	4.8875177419354845	48344.0	30.779190546061862
NCAL_20us_Pos_5m_0001	gamma	rf_phase	5.138159677419355	49124.0	31.275793405277653
NCAL_20us_Pos_5m_0001	gamma	rf_phase	5.388801612903226	48532.0	30.898884568539515
NCAL_20us_Pos_5m_0001	gamma	rf_phase	5.6394435483870975	47448.0	30.208733928296027
NCAL_20us_Pos_5m_0001	gamma	rf_phase	5.890085483870968	45832.0	29.17987467125408
NCAL_20us_Pos_5m_0001	gamma	rf_phase	6.140727419354839	45820.0	29.172234627266143
NCAL_20us_Pos_5m_0001	gamma	rf_phase	6.39136935483871	44608.0	28.40059018448468
NCAL_20us_Pos_5m_0001	gamma	rf_phase	6.642011290322581	44438.0	28.292356227988932
NCAL_20us_Pos_5m_0001	gamma	rf_phase	6.892653225806452	45330.0	28.860266164425454
NCAL_20us_Pos_5m_0001	gamma	rf_phase	7.143295161290323	45596.0	29.029620472824686
NCAL_20us_Pos_5m_0001	gamma	rf_phase	7.393937096774194	46778.0	29.78216480563631
