run_key	component	axis	center_ns	counts	rate_hz
NCAL_20us_Pos_5m_0000	gamma	rf_phase	0.1253209677419355	549694.0	134.01820933989626
NCAL_20us_Pos_5m_0000	gamma	rf_phase	0.3759629032258065	553000.0	134.82422905282326
NCAL_20us_Pos_5m_0000	gamma	rf_phase	0.6266048387096774	548560.0	133.74173433854742
NCAL_20us_Pos_5m_0000	gamma	rf_phase	0.8772467741935485	530250.0	129.27766266773875
NCAL_20us_Pos_5m_0000	gamma	rf_phase	1.1278887096774195	501614.0	122.2960593708913
NCAL_20us_Pos_5m_0000	gamma	rf_phase	1.3785306451612904	458356.0	111.74953767040843
NCAL_20us_Pos_5m_0000	gamma	rf_phase	1.6291725806451614	403700.0	98.42412525971926
NCAL_20us_Pos_5m_0000	gamma	rf_phase	1.8798145161290323	344164.0	83.90894388378999
NCAL_20us_Pos_5m_0000	gamma	rf_phase	2.130456451612903	287380.0	70.06471418661907
NCAL_20us_Pos_5m_0000	gamma	rf_phase	2.3810983870967743	241028.0	58.76385945776471
NCAL_20us_Pos_5m_0000	gamma	rf_phase	2.6317403225806455	203302.0	49.566067658041725
NCAL_20us_Pos_5m_0000	gamma	rf_phase	2.882382258064516	174722.0	42.59811744768062
NCAL_20us_Pos_5m_0000	gamma	rf_phase	3.1330241935483873	153790.0	37.49478876317123
NCAL_20us_Pos_5m_0000	gamma	rf_phase	3.383666129032258	140308.0	34.207808191579616
NCAL_20us_Pos_5m_0000	gamma	rf_phase	3.634308064516129	132108.0	32.20860624179091
NCAL_20us_Pos_5m_0000	gamma	rf_phase	3.8849500000000003	127080.0	30.98275411940828
NCAL_20us_Pos_5m_0000	gamma	rf_phase	4.1355919354838715	124538.0	30.363001514973785
NCAL_20us_Pos_5m_0000	gamma	rf_phase	4.386233870967742	123812.0	30.185999000882738
NCAL_20us_Pos_5m_0000	gamma	rf_phase	4.636875806451613	123498.0	30.10944419451278
NCAL_20us_Pos_5m_0000	gamma	rf_phase	4.8875177419354845	123408.0	30.08750173408827
NCAL_20us_Pos_5m_0000	gamma	rf_phase	5.138159677419355	122244.0	29.803712579264605
NCAL_20us_Pos_5m_0000	gamma	rf_phase	5.388801612903226	120980.0	29.495542912858152
NCAL_20us_Pos_5m_0000	gamma	rf_phase	5.6394435483870975	119072.0	29.030362751858537
NCAL_20us_Pos_5m_0000	gamma	rf_phase	5.890085483870968	116410.0	28.381353533524695
NCAL_20us_Pos_5m_0000	gamma	rf_phase	6.140727419354839	113720.0	27.72551777194767
NCAL_20us_Pos_5m_0000	gamma	rf_phase	6.39136935483871	112450.0	27.41588527484625
NCAL_20us_Pos_5m_0000	gamma	rf_phase	6.642011290322581	112004.0	27.30714819318701
NCAL_20us_Pos_5m_0000	gamma	rf_phase	6.892653225806452	113190.0	27.596301060558886
