run_key	position_m	duration_seconds	period_ns	gamma_center_ns	neutron_center_30mev_ns	gamma_exclusion_half_width_ns	neutron_exclusion_half_width_ns	selected_counts	selected_bins	density_per_bin	rate_per_bin_hz
NCAL_20us_Pos_3.4m_0000	3.4	8040.332979	38.85	0.621728607808456	35.227517377773715	6.0	13.165914288016488	11304482.0	33000	342.56006060606063	0.04260520820478082
NCAL_20us_Pos_3.4m_0001	3.4	937540.257801	38.85	0.6388886891513339	35.244677459116595	6.0	13.165914288016488	455468.0	33000	13.802060606060605	1.4721565811406678e-05
