position_m	run_count	gamma_roi_counts	gamma_expected_background	gamma_background_fraction	gamma_background_subtracted	neutron_candidate_counts	neutron_expected_background	neutron_background_fraction	neutron_background_subtracted	empty_sideband_density_per_bin	high_tot_sideband_density_per_bin	run_keys
2.8	6	31600669.0	2054173.6	0.06500411747612052	29546495.4	85124130.0	44029589.4	0.517239816724118	41094540.6	75.07944444444445	0.0011490015360983102	NCAL_20us_Pos_2.8m_0001,NCAL_20us_Pos_2.8m_0002,NCAL_20us_Pos_2.8m_0003,NCAL_20us_Pos_2.8m_0004,NCAL_20us_Pos_2.8m_0005,NCAL_20us_Pos_2.8m_0006
3.4	2	20341028.0	1149529.7090909092	0.05651286203877745	19191498.29090909	42649068.0	24639261.790909093	0.5777209900790585	18009806.209090907	126.04492424242424	0.002003072196620584	NCAL_20us_Pos_3.4m_0000,NCAL_20us_Pos_3.4m_0001
4.0	1	2877030.0	268814.07272727275	0.09343457410151189	2608215.9272727272	10260630.0	5761817.427272728	0.5615461650281443	4498812.572727272	58.95045454545455	0.0008356374807987711	NCAL_20us_Pos_4m_0001
5.0	2	14264888.0	1564368.1090909091	0.10966564259676691	12700519.89090909	54838586.0	33530995.39090909	0.6114489420078973	21307590.60909091	171.5315909090909	0.0021259600614439325	NCAL_20us_Pos_5m_0000,NCAL_20us_Pos_5m_0001
5.8	1	11443356.0	1032786.8	0.09025209038327568	10410569.2	38964216.0	22136969.7	0.5681358942266411	16827246.3	226.48833333333334	0.0031459293394777267	NCAL_20us_Pos_5.8m_0000
6.6	1	7851808.0	615729.8909090909	0.07841886746454968	7236078.109090909	21091154.0	13197684.10909091	0.6257449975990366	7893469.890909091	135.02848484848485	0.001708141321044547	NCAL_20us_Pos_6.6m_0000
